user_id,item_id,interaction_time,reward_time,observed_reward
6760472e2e648785c43ac640af9acd71404e0635fb4cc8d96261e3aa9b60e352,6b73bcfafbbc2b8425d727374a8fddb4a8ebab799ca0b9dd0778b61da7bcdb57,0,4.0,0
19a0a2cd53fbb52b4367f0a2023718ba5ec92d46d9f33535a807bcf518607e22,91608a7d5afdec96bd469b79ad38a82ae43e9dd950798273e8af5faf80601349,0,0.0,1
865006ad4ef2711ee3ac5f25fe1dc0156cc230cc9aee65838dd23e0c2ffc4d07,d210b672583c1eaaaea1323801121176884a5c93c7b55650263e106906e9a9cf,0,1.0,0
5a527e320429ef21354191f624a55c2248ea1910ae91b454d929a61073ae82f5,1ebf55414f29b3ee126f8a909f30560a932271327f55280bb5173d6c41fdc16d,0,2.0,0
ad33812cf60ff868fc7ee0cb3f0830fec9a0f9ee7918becffb8d6e6690c7d307,1af0cbc81489450e09066d7d49f54766ec5c76ed0874bff21bd85a84b65ab67d,0,13.0,1
ad59cbca1755f9830aafb60dee85c54882e2d3fe8ead9c8ac97f234d40f276c3,b90a3482b5bc106d38fc0e9008044a1285aa8effb806990dbc571e3cdae3ce82,0,6.0,0
3786bc9d29d7ebd19de4d37beb147695abdd352aed58131dc43c1956db3c7468,21bd812acdc6cd4267df33da4cdb1f928e262d04950a5ecd9463a3488252118b,0,25.0,1
b30ff4285c697d695cc9e3bce03357458d358a541d47f4b7ec4de5e102b69ec1,a77b389d52b5835b364b9e170c338b1ebaf2576b6bb25958a828fff9b605b7e7,0,22.0,0
eb8c11dcfff0b89efdf6e2cd870bf86df6642bd7b204bd3dde3d0db96ff8119d,2a60a28bd0fbb768ce070567a53d4a133f07ac803276768c3a14fcb7ce5ed3aa,0,22.0,1
8349e0a30049ceb0fff22281c85a7f48429aee1e359704ed7a51ea70063df25b,9663dd510b759d48f90e8b0098e19e290333f6b68a36be32037c9d82e367bf02,0,6.0,1
0c63d759a16235fb58789f59f012817a9ac84cc921ea959719a537563ba2697a,7d15390734bc2360a73029c7ba6a94aaaafebc8d06272d92e9820de171f45c9f,0,8.0,1
fe0369dba4b5d65032c4de1635b0b5dc5e93dfdbdc425501672a01b087874e3a,531610f56b9393e842db64f1216ccd1fa199f18e3de32c51c2fb2e720ec9aa31,1,18.0,0
fb35245e62b8dae9c49268e672595b81183b0493960e277b92526d49d95cd3ce,3d71fe6f7281c540e7d3ac44625e62676f3a68558d197ab3cbb5f2196ca980f4,1,25.0,0
49e93f5bbedae0dc9b0726383b6fd2121ab4d366b3c33d117e7e51e792fd0939,0a5d686d286e172d38835d84fdbacf22411010ff0d611390d402401961a2d215,1,9.0,0
c876288378c8e2dcbb388b6079f52937b7711e27bb72aa03bcedf12afebe2454,ba2f5f63c189a4dbeb7459f0d86f5aa5a16f5c41c4085e29b3025a79ac9432b5,1,83.0,1
3fc4044eafa340f570b093dc20f8eb02900af09caa1c9c547cbf86bb457f8577,bf45e5987ed91b738c9c01396cf20e7a8a2e2e0bd57b4ee6e6321db3c675dfce,1,7.0,1
649d77be3eb4f69f6b1c39407752740aaa6d2c6543c3e0cc014119b7ea98c17a,fd91c7ea3a8dd24d488b3ffca0d3eefb69ec4132cc1d247b029bdfe775d0609c,1,6.0,1
bfb4ead590c10af2501af06cfddf73c07d8da395bbecf3d14d64260fb0c61ebc,7d35b57d8e3035182f22defc9601f1cb5f0826c1d3f35711c78829a49d7dc71c,1,30.0,1
31ebed97fe99133c923eaeab6d365a66ac6e8d076a456e5222dcdc4c3ac15b6d,66c4b8f07d0e4fcb9ac087084e34e62397b347c71ed8bb085fa88b2ba33d24ac,1,2.0,0
a1ed9ef5d3c54f7e12b3bf1818c1f2e56274ec7db4e9e0013751bdc7cb2d7b26,5b9469346b14bb56af1b0b5a4cd1e38bf65fc13428756b48ee703a24da5c623c,1,28.0,0
7a60d6afe7bbed1130578f7392285c4d2cc9f6777047283d2f0a76c0ac730c88,d206959223d22b483ad459ce3b0bfac103b5febf113911dc1656f8e0f6c5ff2b,1,2.0,1
e29cf36530f1e8b61fc9743d044fc72bdb217a8982d5a364df02af7a68f29c93,851c5cf7e7da4c2a06c051835aa8c5062494f93fe2cfcd6605ff0294a62234fb,1,16.0,1
e74fe2359efb39a5897ffbd41914fb10ffee26a145a711ecdd997aad635c40ec,d7fc6bd1ddbda4062b83fcd1b80e4d63918612c58ad684978f1ec58e11d26c69,1,2.0,1
5915d62d3f8cd8a1042c63921ca65d746a53704a5c8626f9aa52e94be4aaee1b,de117bdab1381372a35bbf332239f14d9848361b71b44f76576df650aae739c4,1,13.0,1
053df007408cda691b0c331fa0dfdb35d28ab95e468b6c14a710e9531d608c59,6c0f0821d0263ba9d61ec1d79a8184106b422300311c876c8c224cb69f443995,1,53.0,1
b1cd85f4f3aa23abf8ed28c0ae0c9316c16909139b091c2956f5602b66046119,00a16057a335db7a0e50b11129ad020a909590c272d4bb57243ba3f5273ec6fd,1,7.0,0
f7e0f2cd94c388ccb4639de457eab3bd5eff0a83098bda1d5b5055bbe7045057,c8ef1b1f8125b6df247dec728850391fbe3c8b80a92eb04a040a7b890aceb10b,1,2.0,1
cbbe86a472519618f2755d5eee3a36a8a5c69d0254a1eb900f50de3362b290ad,38509549023d741377b7482a5d3d8b5f8400810dded7b38b4379a72f2bc1d8c7,1,85.0,1
bf7e2c962f8a1db545f5e4a6aa90fa4db1e529d58d7e72a7be8093c53fb5a584,de4fb71ca1033f3e620a9205d2c79650d17d1ea439f3535ebe83628203de9865,1,58.0,0
36e10ac5453c1a40624787ee147e439fe549f5df3d08d87db437930a4bf5422e,73f7f672769c7d69bac015dc11a2145cb7f57e26ee2697050f0d674b5a8db659,1,68.0,0
9ba49554fabe93ebb8ee29613ca93ee9c93fbf492326d9b74822908be642bff8,b7c36ce9761227e0f0b28b21f4dec48a0622771591bd84f164e6978b64ff2f0c,1,18.0,0
05475a71ccc966647a87b74f4e14293fd8ffeebf9248940782771431b3b88fc6,72ddd43f0af23b1bdc14f6597bc7da49611415c6fc330013ac02591261b507e0,1,23.0,0
dd1e151759f9a9efba48e75c8914f46c59d962b52d8f7945a1c5c6ce4b484722,16dd09d13bc72a3868d7def1f077594e4972c3869990f9ee18b5fac75a3cba29,1,13.0,1
d4abc1018ea2d7f1855f1fb2d8dcd45a52dd984576afd8a35ef9d2208c3bb50a,10f68706dd27cfe8b4497e29ac146531da336b57b0f7c7d94b52cf0a19a4736b,1,11.0,1
de238a0a5de2a2bedc892a671f75a131efcf96748ffb90312fa93b639c087a60,9361ef25e6ac936c52b8eb5d073f85639447a95000aed1498b12287e6807a358,1,14.0,0
7f0e4b0c458bcbc21f3ab64f24a8720ed6f92c0ece47f42aa27d8b072f195059,fe04e89caff7d4f6c33be770a69f4dcd3302150e9d788900d9930f1f1b3cc1b6,1,6.0,0
54abd76373d98879af13388b7811c1873dc7b3804f5f27c62a84e0b454e6e11a,fadfa3bfb5db6d35694806da37d46b46137c33338fd707f40af3941d59682d7d,2,30.0,0
62a637763ee02d39fdbea57ff7541440a3445e5dfeae69fac32454055c7b7ec7,e6ebebccf27e9858d37f6c9694ab4946b4e1a4d95f59e11a5ab6442b87aaeb16,2,18.0,0
493cdccc0d33f568123852fb8462684ecef4e02fb7280eabc289117efd847247,c7735095fd1b4ac54b46a61dd63e065968a77685bd139f820bb6f874a8cf8628,2,5.0,1
ab5ca9c206f344066f2db800b1c7c6a266d2b87caa74e8b1da6ce8e85b7a9d9c,fb35d0c8fe3adffeaf95c9b62c9b8c3f9b0b4da9a74f7b79e133f0a11145b5ee,2,9.0,0
c16c5ed6884ff9972c3277d6ca63b358c03ab74938a6870aad9dc481fe6e5913,19f30aa1c303df06c0441275445910b6c11925bbcc01c215791e04f830308e8c,2,3.0,1
58bade985b43362f6384c09b6c26173eccb0638c10cb8e1a852560506587af54,820631c294cf1efd1f214a906334e4d453a16a448b9bbcc4b2ff312ae62c502f,2,7.0,0
52491acb593d79441e43478edd11040f99ba52b0aca70d45bdfe881d358352ef,cf8fa9249924bc24c83df57e88b86cedab5cc31318f43619d0619ef8691760cc,2,22.0,1
ad2cd7a665473b5d68e01befa877ebc83d23ff44cf1d35f145c12d019bd01353,fcf0d42f45889b610407d7cc0636c80ba7ebc84c4bb37a39351b3779299f3906,2,23.0,1
907ea178295690fb6cc4ac1231dcbfe9aaf070e725f0358e731cced3f38ef096,41df03f2997625e7eb967b145ab264fb5e8da7609a0d53e2f511e9bf80fbf6be,2,9.0,0
07732b0cba6430ab8ada4b5122273930dd52721834b69e3ec33103ae95369dee,d7bacf03a0115fd2d01269f6130ea6d16e97e191179450085fd367f9018f3ea1,2,15.0,0
f9f93d5c0854eb16c36db410bb144d93b6a30e5a10dfbe5e07a1cf32d6d6ece3,823cbe8ea2a560e3b54f2c2d62aa6d6f63193631a203aeb1057d926271e8c115,2,2.0,1
bc425b5d1b2da050ce1170d2bd1c76abf3438c2789bf57b3f1898801c08d6b2e,8256c867a16cd7bc72df0a019c2a7454ee7f936c341151168d67d6457ac54784,2,21.0,0
ef3724d86d705237d92ccf40932088205a736213d10a5d7eb3849cbc5b5f3e45,5fc38485002ed4bc3f3ccedfde0373901136eb68c8fc3a5e5b82e853478d299f,2,8.0,0
87d3ca98eb0c76be66d7552e8cd40944375b1e2a86248e82d3b22eba37f7e032,b9942afb5b39ce29eab2e2e0c7bd870e981b296076c8b9eea95a9e4585e3e13d,2,2.0,0
32bf616ee7166a20a6cc95eaa9526a6198f43ae244f26861ba5f3210f4033da8,b67b2f670650838c877de4e37538744f02f24e69c1ffe7cc70ef1388ebe96775,2,18.0,1
211c1b68afd584ca05c2c891c7bbfe7ef2dc1b2eb49220bc1815512bb4c92b19,a24575ecb26d4e68254caf1a7be369067068ca52e03dfe68a099fe38ea99027b,2,13.0,0
98c84302fef50a8745a167ad3b1dcdafcf31f519eab6bd204501a4a218bed28a,d5a22144adab4d26d71ff4a133b17db83eb7cadaa72dcc174774d7d4eef5f01f,2,3.0,0
fb35245e62b8dae9c49268e672595b81183b0493960e277b92526d49d95cd3ce,933a6814ef3800da1bfa96d825e52fc29b7a3e1f96239a5170cad47a10325c57,2,10.0,0
11424ed919c2de6e8ee8cd0d19d6be5916e6731f3c9cb9065b84fc7c56352fc7,b6642211a492c6959627350f046b941b0daa092fd16888689a204da1cbb2364e,2,10.0,1
8e8c4266ecdbef06301a6c90bab338f96be9cf6ef2d051e871ab6a159694bea7,f4ff4b965876a2fa61e6c71e2ccd1a8ec34fc56494d4801a73cbce6fed41341d,2,17.0,0
1fe2556dc32023a8d5cd68f091738eaddde8420cf289b3dbbf5a3879715475fe,8956ea634d1aecf71f3d42ce842acd245f9f6c7e3485834050622624d674ba40,2,40.0,0
918569d3b1e7fa8dd5a473a24269415275c1a94da6d0bca116de8dd4eb4d92c2,ca83057613ce51ce98312b796f91a57574b4ae556ecaed4a23c58b65f139e100,2,3.0,0
93218fdff738b4d64aa807b34ac8f5c76e7cb32ce9b01cf3c528e47cee66111d,c3ce326f81cc8d511a6be0e1660a7c02bf4fe4b6567e72b15c94192bc5b4aee2,2,41.0,0
8716abe48c3f3539aae808900c070fd7d3df7c2bd6c7f1b5c13c5d03d17fb246,75e57852568f21d9b9eb45a2077303fd8be8ff8a7bab71096c76d2cbe49573fa,2,17.0,1
fc2f6847f6ff8df244ae0f7cb33f696bf83d48d01161fd0a687817e7648b8006,cf4929e00b76affad6c6474b4a2affaeac086be6260ee86bb9c4dd2ded9b3c11,2,11.0,0
d38fe931d0424fe8db3eb64b035a451a3cd30c71b00746f51da388021e0b9ffa,17c70df76e60a9e37d6972d1578e3c1d25ed49c6737bf00546ea378af476a021,2,15.0,0
2ac680fbdcb0d6593aa5417876c24e9c4fb9ab48c9ce8914f2e71c04b0dae51e,31aa366e62262b328adcc21c18794db6f765cdbcc8fcee42de2a38e20799d6e6,3,11.0,0
dd5eaa68cc764641168e1fc204a17d82101f2925b7cece442152478ff00cf173,b03f02ee5c5e2a4a8e70f0100b1005b8cc35f0b15c9894c36ac1d6ee3b0dcb36,3,5.0,1
bfb58f526c4236d25764a28138aa10cb977ba19cd893c7e517fd9bb7c2da8f57,b4c8d949af2094d0c98449681c21045aea708005055c7d0d42ba407db57584ad,3,27.0,0
25e1dc19dbf09b86df5d4d5d18fd83d7615f7d0c48b57e589331e9ad63cada43,9ac87aacd844bcf34776355fbebde64c4c20711eda75cdadc7accc9e9b811462,3,9.0,0
0db13d1071e1757418d9c55a487aa522a34302b785700f7cfcc3253082dd8c78,b7c36ce9761227e0f0b28b21f4dec48a0622771591bd84f164e6978b64ff2f0c,3,22.0,1
94c2e40d3c3d0315e6b99ddffc6cac4ca6702c1c1fa2d49987a31cfc7f1d73dd,a888f16d2a1176a37d5f1a0748cef674e8a3abdef25cbb80bbc68fc31a04a23f,3,14.0,1
8a34387d71e51675812b36465629cf87577797bc55771629773da8b6e4181ab9,7674cf57cb1b209ab6b75a70471bcd9d6745fc44ff8c236a61c306083b981763,3,42.0,1
552e589fd8fe776ddc51a69dfaf4a113885a20124de98bf21e3359ece29116de,9c8b755eac4b0cf343989a2cce2b8b3278bb7ed7c52ccb12b1a4f764eff531ee,3,9.0,1
9b7ccc2be4c32c5d315f918d21efbebe94de1824f0b5b2265bbc338a79022d68,00853a292da4c7547590aaa3c1e00c43d2fe38b22ac6097e9479a59b3ed71689,3,62.0,0
d98d7ca0cfcc9fa2cd706d5411d4478ec65f848bf286ca11423dd160598d8ad2,d9d7c386a787eb7faed03598ac66b557fc6d6e268bba8cab11ee82a1b92a4206,3,12.0,1
6008cd619bf98b3958a13882b60e8db3ebf7e5ab479d9dd98377d572cc7e72d2,24554acc4c341359ceb5aaf89f9ecffa8b173f9fde0d79dc0f05f8fc31032d62,3,12.0,1
0dffe217d6eac59bd0ecb867fa1532f77effee8efde2ced8af8eca6cfbcca192,0abb1f69c236658250ca308489c0d23e6ba5551a07d98421dc734c49ed51b6c4,3,17.0,1
e74e7575b6207ccf7b9a97b3bb21422d9f0ee0c192140b157cd0dc3200ebbe84,f14d81ef3f61b320dc2671d471d472d282d374ab7339d1fd1577925418a4eece,3,15.0,0
4fbe53f59babc5bfb5064273912ef8ac5f93c121e6dea98e0f204c5947a4c863,92cc34989732c615e94bf3578f16c58e5b8e65ec5a4708a707384e83e9820c19,3,11.0,0
86cdc94c643948049726f22ac66167665021e70a8bc372bff3efeee29ca9e21b,b45f336ccb3682e045bd228ae589d55ba42291e2477214405509379b03b5287b,3,6.0,1
7bae9e5af73dc551150ef8a51c69dfed67e96e4c80c150a5e684bf0cc570fb41,f97298d4f4ca625302c1452ad2a84f326fc6a035c2355217d6457e1aa5d1d0cb,3,31.0,1
3271e9addcb62e2d3b6aa558ccf63bd88be6bd2fa3b1211c4caebefe607cdfd5,2827b8a8853d2d993566e7a695df3db002efd1b797b499f99f219b59c36ac402,3,51.0,0
e67929a8cf2a1e71cbbbb7b2009003a2ff7c79e66bdfd4251f70e038dd90fa27,6866bf86e6d4c90529f2c05bb937b1d1c4423c42ed02a145ae689e93243409cd,3,5.0,1
843dd4d5d564d784c57c69ebf24c51299a80e3c3bc8577e5c84a51f118e601d5,b6f7545a33ef8399a811d6f2f8d194001af765b6a97e4101adf5b6f67c1ed152,3,32.0,1
819457f9ce3b42885e7e876b89851bed87d7404cae6a4619a516e60c2534f061,def6c6686bb5e1673bf782669231a473d5f78c15ecb8a1bc3f0159c1c9755c8a,3,12.0,1
4cddc7e75dede00ba7c968758576bae08aba3b14a3afdd7d08c12686541532d6,11c0ca776c5b39407a545ab4f56b2a2c71141009ab711c740c15aef6fc7bddae,3,11.0,1
0db65996e6225e6c592d0df3427dc2f88a2543c21662e27b39548aa7612fba01,e016572713c95a04b276e19dc50da9d458b0afa725dcd43a493254fe32753d38,4,43.0,0
cfd6d6d50673d477c28816a90e2fcb1e30d515b686f9c24407944c4dd68e773d,d515000f2afda01dd69d6ff2ac4b59a3fa30deaefb26eefc3549f2b52d5d504b,4,4.0,0
4ee4992d879eff3f15b2847b617236d0ce529372849a4c54722f226e651c6736,bafbf4316846edf7886aa2fefba9815645663dfc2118c5da0f34abb282d4ac90,4,78.0,1
cb1f6068b7b0efdb2c14571a47c6a2d5e201b928b8a54ae957746d07eb345bd8,f0d81c6017301b48e39e26c748efa7994ee5f5b1fd24dc5c1cb204d45d138985,4,10.0,1
0ff8ad9c0581575f598b7162b903471e0cc142ea3f29d4b8bf29c080dfe52984,4bb29bb6458cf286f3371bb44e6237cba2f18c66377510253a4f193cecaa6eaa,4,53.0,1
164e9f67ea8991566c0ca7805be958e61d7c651de6fa114795c400347ad09be8,659fffd346a901b647a1e6ae2cd4d40934724c9f04fc40f03f25509ee7d38e63,4,12.0,1
27a57c14d1307e855c098644c5e563b149d7af0b61750e7589043989e12f3621,38899db8aa4681b5101619b6763154812f138120776992e343ac5a95379cd1df,4,28.0,0
77871199cb3baaf0221ac38680af67600fcfc95948102c5bf4c68e15f06d3b40,285ded45b29a8ffff1f604c1aabb10afa89336fb93f13ed0727b158221796059,4,27.0,1
6e012d96082ca83b3d583d99f1874a6b89fbb0a57d21990b056df51f51c0892a,737d82e0a5957e83422344bb09e2e29259f2f0f0b7ae7acc9e9b0b7fa407eadc,4,29.0,1
12e60a7ddc068da57f1c29a104ae5e8e1da837663e7c8564f395f8f50233a89a,e2c536576ef89f805720f1c5f500955c41165437c8cf25820997ca48528741f1,4,14.0,0
582f1c6f448ad65fdb1ec0b0b7213974e74f191c04db4a335227b581d688b1da,9d6a17a6e229efb9710ae76dc3344ecc9055083e73d84cc9a551a68b6e364fea,4,9.0,0
b222bafa9630d8dc0a1044585e464de50121dff420684de8e581be928052dcd2,a42745c006ececcc9fc5be9524b647384f0b25548286f738c379b34098b2dbde,4,33.0,0
5296fdf9d022345fb093b57a69676bc935b4132694219d8f0e8e72f13c3fb8d1,dc061c052306d7620bba02d8f2f04290b6e5146803bf873035ae88198ece1902,4,16.0,0
ebe083dcfc08400d835109a8e2a67e5a50c845214009a3da7c2afeb91cc751d3,91afb59c7d9858faa51df99debfc3ae2812ebd89d8ae5c92910beb0d67d28d67,4,12.0,0
47e8777dd24ef0078a19b13c53ada67b0fc0b5328dba83971732d1d56614c9e8,e4212743467aa15d7e63b4ee3a4df054f4e88cd7d6929591e419078e5bb4dbdd,4,14.0,0
842f768031169b7101de12eab120033b389b659331125f40a4dd65935a1593f8,dc92b9a069d7da1cc89f4f10f173edc19a135f10f333dc7cb6b88c3718bb9ef2,4,11.0,1
65eb5c48c42eb95c3513e690a1a13ef6add22e31b12ca92cf60f14968021cf28,a0984e8335aa7c4af9b1167eb618048cc32a12016d49c8d62bead4b62f05c4fc,4,6.0,0
544ea7f8ba5d485ab3252e7d8f0974aa11029153f7337b05b5fe14d21fafdddd,389ad261685d384e645fcee55793bec39c78ba71f33cf44b69dd9dea4e3340a3,4,54.0,1
6e204646ba63c2c8a98afad882e25c70306d9f5b3efbe6da581b5414a3f52dda,a8fba61e875ec2c43305c43324f17bde72381c513436a21bc0379b8afe349b2f,4,5.0,0
1ebf2b8c8d7b986f7fedaac6a36929a2a5524aa8d85c7827ca6c2fc3b31d250b,47170b76567c05708745602c58e1551bc55f0d799e8e9f5d65a99497fa64dc8c,4,9.0,0
a0866d0c897259c325427a3478680f884e398856ae7c480fc2c384b0b946bf0c,531610f56b9393e842db64f1216ccd1fa199f18e3de32c51c2fb2e720ec9aa31,4,26.0,0
22d49a564b436898842b69a097bfa0e712d7682a98fa6b823e08ba7a7fe6e1cf,835ad7489ee37464334d16b1837e543c5f091ff76bba3d7be2d14d27a7f8bd8e,4,52.0,1
4ba840362c3311b4f7542ed583f38f9792ac321733b05e133c8c522f19bda665,8658c4fe631d183ace9917c12ad98888ece57b1553004fc8223f6a7dec86d55e,4,90.0,1
431e3ff1062fec2b70fe8812d0348e33a5868b0a58f12ff42446e3abe44d92a9,2b85aa96a6240c8451f352f407a677d40d0bd62c60dc8788ae05e6c1a8bbfc63,4,65.0,1
2cc492daa45ef0b961c4ffb5ec93faf28dd463c04c14d952bcf4c64b4ae35faa,6deac2e52e4cbf1aa947bbc3d9823c0598bb1ef0108e02e722cece65149cf8b0,4,21.0,0
021ed01576299535a54188381126f91a79323a2b6d3aa4ba4f394485e9f1bf14,58e35b901329246ba9b89315621c8d1b56a74ade77fcca8ae36fb2d3ad4418ff,4,118.0,0
010d17f8262d7bbe429653b0ccdf374be38b333e1a2287e4d44b1bb36c4d680a,e970741d96e8b0c42bc4c3c5f2d02279c3bc3985fe5f93d379e9780f52fec2a7,4,6.0,1
d38633a4545e2e2cc14f201985df3720d3a5f21927498693e4995096d028089d,0ffb548421c6bd140314e6064fcee4cd371a16bbe23ffbe72294a85771e25614,4,24.0,1
dcfc8a438558c652e84bda169296befbfb7db6fb7d9e7372dbbc38cfd8da0f41,bb7bb41e008c29184b6246b10a35ebd7ec8ff43f50f4601760b54d468d86ab28,4,10.0,0
66d83bafaf47f8a6b3c34e5cdcc8220bf87367b614b8fbb3211146b604138ce2,09bb42aee440901511efa6cae21de328a172850f1962ea7a235a3a1eaa0d4b73,5,55.0,1
90dd9cf85da36a93bc14488b65ba90af2e3e93f6b6534742fa21850bd4ff2d65,0fcdf05a1b2efb710bfef2587d9b82399ab7b62e59270c7e0bb1dac07836ca47,5,41.0,0
b9c93d8cb4168474f0953af7126ab553f4d45a05e2fea01cd4106180c0c77c3e,aeba930dbd8f648f1c2f62b0a5e2b7626a314ecd9a3088150f89de0e6ac747da,5,19.0,1
5e5b5a4e1dcbd5f71f6aa64fc80bbf6252c098b1dd14002f6f511cc334801c0e,9ef4c71971b8a6c2fc59c912da2a39097bfbdaeb00c7775488e20633c34beb77,5,85.0,0
8a507474122fa33566a88ccbcae98dd5f35b06855aca784d9ed81c4d572facb2,73864c04917da82c2c4986ae430b20e5916423eb5348c9e089610b6b1716397d,5,9.0,0
960c97921dc21d40e9605fccb325918af58e3f18a5a5c1ca921fac151262fffa,726340d8927e5f77463255736d33d8fd41c1c0c00a376ae059a8e031ff472954,5,30.0,1
933a17baf897b75ab270f205e030b1f5469cc070ee96c9b4a6c6154145cbf058,4879edfa7e302fd551139a1deabbd90e02d902959c938c64acbc5aef6b75dee0,5,10.0,0
9310374adb1f2b63085be8a96aef7e0f453cc5d71f090cbd08fa1a9b52cdc1f1,31ded4e57c51a12471fde7f29fa9cb8788d61f85dcb10bc60657fc6ec6b67ac6,5,50.0,1
34b217b4e19bbc92de3f4a4320316c355872108122d8bf9cd70707fab46ffd6f,3ebd4c3bcb80bf2b7dd13b27032151bf38ad7d324c0b805ed756516d88f45e35,5,29.0,0
e2a564eb3789493c730cc6d402c05b852d4ed5955978cddb05d9ebed8a3947ed,2c1ae240fcf3dcb95548ce6ba1dcccdd4fc15ff86ba8db9f06db2f03305e7f1f,5,47.0,1
69cd163333507adc198faa66f0ad5b71ea7e4f85bf2590214e26b3e58e545395,f7f2a8be4e7323135fc6aaf1bdad518d1ca57fde32d6c719e6d1160cdc6235dd,5,6.0,0
8cdb67273e19a9e284f3600daaa1729958ce95900b3550f72407697ff2a3cc8d,ea8eaafb9571efdb59b1dd079ecb0dc0210d7ccccbf4984a62b02d89f1c6551a,5,8.0,1
133ae3cf7659ead5ec28e092fdac0d4bee0301aaaf51cff37b1e63acdbeb3229,3aab6fd0a6de12ba5e4b600b347896b127a21dde58e89c5adf5b67ddfe55cf6b,5,13.0,0
1d1b06d48dd9240bfc676c46a5c3aa2aebcc9fd20ff72755d055e03ab83c058a,9a26cdd421523219ecf58fb4031e73639436c3c8e5478a8aa6da64c50838003f,5,6.0,1
40b8eeab9aa13ee39fee48299aa64cf3bd96646083115bde18b81408f4af6b51,c51dfdbdea67058fdba3ac62c2a77f33dc8a91accfc8044d4edb3b1f2901525a,5,38.0,1
455cf563cc35c94e7ed81aceec8b787f424415a9b07ae950c068a2b67c3c3a78,b21b48f8b7cac0a486311743982d6c9c9a4f1002831418670bc83ad72f7a04a0,5,24.0,0
ee07fee54e7329b5428017d6a67eccd847c37ed2c221c00d75f055d80b93dcce,5d7103cc4561e4329edf6bcc0b7985011778fe8f0f528c86b495e43122862878,5,54.0,0
c2c2793cc3ca929c1c896be2055a354a38e85bd85418f25bd80ea13877520016,fd746aad7a49b6d068126a7795e3ed39c5a5ae02f1773f0f51440c743c2ded0e,5,46.0,1
a7bbd96c14447bae12059e3e7227eae149a9880e30e0c1c7fc0ae446b53329c1,9396ebad6fd84553f239675bb83269571f7dc0ac945a4e2984590ac589d659d7,5,14.0,1
a01244652413943c93e7b390060280ff61d4b4c7b6584dc0ad708887a71ac069,f6151d19af7a019b5a1932d199d6cf1536dd2b278b46f6c880e09821a6bab364,5,32.0,0
1c10185bf66844ea415632fda15806c7c4888642082744731c1a78fdaefafdae,c1f245555e0b643072a53c2b529b8ba5c2ec37cb9960d431647f2d5649b203d1,5,31.0,0
ffe99b0063d588678f65ec893d4060c1b324c16efc43cf2ae1ad30cc1ce5f264,a0984e8335aa7c4af9b1167eb618048cc32a12016d49c8d62bead4b62f05c4fc,5,10.0,0
2ba319c29f8f080f359cac1c2cdb8d9b214ff125e67d8ca59ab29c29d0657906,0fd5d50a62b799eedeb009305dc9503836fb98056b0f7a3e5170a59daab4e545,5,8.0,1
e217bec6fea611740980c1eb675915d603b7df8a78b4b0b7c476bdb1cb5b84a6,022214841fdb2a759e2ea42af22ffa15a294392cfb2528ca1957f52ef423b41d,5,24.0,0
