user_id,age,region,device,activity_level
d9cf1cd14cb1907eeb0fbd1527917990707269849f2b634c4bc7229d3e3ac720,44,4,2,0.2552546911232805
1c6ad4ec72f6ce1d80b8b1360443164e9f638a6b168714a0349587ef4def5039,58,7,1,0.3366298854143296
2547338718212565ceec307cd989f8a865b965526c9db527a6172ce4f3c780a6,68,6,1,0.1113678751191453
ab14b454b4b1455051c3694bc0923b5dd33a3f50dfe1e121ff79c55667381da5,23,2,0,0.4165361875804627
9780fa8f0a36c6b13736f104606d1356497cd498ca542b946ccd75de33d44249,54,7,0,0.8848604169204176
1c10185bf66844ea415632fda15806c7c4888642082744731c1a78fdaefafdae,47,8,1,0.4171861688971423
5df746b380a330c848c96613fdf3d82fba9fc9831c238309f665734c291e140f,32,3,2,0.5873071365976235
8dda710bc0f7b0047824c5eb46e3df98ba9261c9063d804cc0c9dc7ae54f382b,33,4,0,0.8439737324629369
8b9fb6044b13da7eddafc0df69bc51456d05a4499d3ef4b65cd67874d5919995,54,1,1,0.5510002926360164
493cdccc0d33f568123852fb8462684ecef4e02fb7280eabc289117efd847247,36,2,0,0.4812720190025608
7b9215f0f9ea1efbfdd56f047d333971a0736732bf1117b6d6d974022eb654ef,24,2,2,0.7929311962620557
d9e33d7e618933644e86e760545bbb7808d3ffd95d659cbcd945805a973d6e8e,52,9,1,0.2861310454540995
e43b172c62a91bfe030641be3a648555e9bdb710b2d0a7c38d6970991614754b,29,6,2,0.8587404884514809
5beca421af5b90500ed2573f5dcf6ea3024875447ac5d0476148f1a2fb054d0d,54,9,2,0.9436594693329924
d3512b50d179db73bfeddcf085f79eae97ec1087d0db687e60b9e1773e851e83,66,8,1,0.8058386101617897
8716abe48c3f3539aae808900c070fd7d3df7c2bd6c7f1b5c13c5d03d17fb246,34,2,2,0.9358720229489752
0bc119b8bf00f77d700b345ef983c2d0465db6a772cf6e94f5fd6fd4dc76fa7b,34,6,1,0.1407387037966191
3f388c352083b58e0d5f71e72e3794e7f5ae113347c2706751c9c78056f0a115,50,5,0,0.6642701262994719
02ad430a600cb65af9b7ac7513a422d1e01949ca3bb9097e9a59a2b32cb3a08b,33,9,2,0.8507213985088417
0cafd1473472f7e0e60074c191f09343ce59758ec7ae3a1447dc1a335aaf5e81,26,3,1,0.4085019713347141
268d89bdaee2ae50af641155af6b9384b97e3de69889479df47150639d5a07cc,49,1,0,0.3899240408962586
4ad6b5a551b8b5ca528235ad6cb6f2fd77196774396caa15727b426311b91217,30,4,0,0.1462000859591878
0a6f1e02fa00d135e269ac6d291aa1b255f2d7c2a0a260e325e4a854c039545b,51,5,2,0.0684878276153444
95cc54fd715f149c9b5640bc653d93251044292a16e9b09f2d7a12b0aa539585,49,6,1,0.3857638137029877
195b76d4de3122daef4eb2451befe9af2cc20b319f86bd4ac60357659c1effd2,32,9,1,0.1436072443203703
1e639387c9761726061695a0f259ae0dc643a11bdd6265a4ba1dcdf242365e7a,53,4,2,0.6912510421762812
bce8c71105feb453595de64cfbcdb06d410ff325b586922d93fd2bd3760227f3,48,8,2,0.948654318716537
e9eae3996596ecad36347f400dcac6f7cf12a8a8886c59f9fe88428d8019b69b,44,7,2,0.0040585780281611
c351e8e33ea77fb31f1e5a84e986580ebf536d282290df21c0f8e903d11da2c1,37,3,1,0.0564394770975801
70bcc8a2332612bde35a6ef11ce5167670973cf6c9e4550f77587e91485963e8,47,1,0,0.8920222456543481
d4abc1018ea2d7f1855f1fb2d8dcd45a52dd984576afd8a35ef9d2208c3bb50a,33,8,2,0.0314725234616163
27bc1676d8aa6b32580becb4781b421a89266d6a7a85495a1b77f9e95e5edc04,52,3,0,0.2543271495348194
d1af668dd0e24e62c2d0cd4db32f870a41b867e10e47af9274a92e37d13c2ef5,46,9,2,0.24712728656855
b46d8eccc4a2edde3d956c35e614144ea9706b87ec723a23d42104a61fca5691,40,9,0,0.322503614468137
8342b65a5c0f15a92df5b82e92740b213bb165f5e998fb8d931f4dabdccaf05a,26,4,0,0.2342075220977304
97e95510bbc563e00ee91c0eddae1965f683537eab666272e312fd05ce2da556,51,9,1,0.1117671029614219
cc6d03febc9e8332fcb8d420ea187b3d9498ee1e76f71afbf37e05d9cae17439,69,3,2,0.3667782798017499
995378ded382079e2c57d985555f57ff19c3ae63b90d0b1e1cdf0bb54a5933c1,33,9,0,0.6531210027285691
5fbddc71751de1a1fafc65bf0c0d4e75140be9c0d4d2a01f62981b04e690d700,66,0,2,0.1836900527677772
33657114c70b006cdddb5b452aea09a5567c635da3c4cc6a78423ff4712a7fe0,59,3,0,0.0826975288475063
afedde9b6c5f3a1de050dadb2416d84bbdad6f26d55c06a6a0ae6ab789bb5a04,32,0,1,0.8011561324389501
f15fa2f107d367649b915a37b2bb3a7e2427bfaeb1eaa70f0baa0b52145ff83a,50,4,2,0.3284336659233877
b243988379363f875dea4f3dcc11833c1685916ccd19cdcfb98ef1da4db9e521,39,7,1,0.4803737871132807
5e446ee62474c57c634f3b0dee8ece30bde5661e752f3b9e9a371efe26f6fb86,40,8,0,0.2390224443992611
6c33434f90b7a3a3a4b061f2ce1fa9c64ac95f013a2eb2058b76ab978ac73014,51,6,1,0.5080773946769008
7e625f6fc7fdb4f2830cf68bf9ac1f14f972b756028a2e625f7a638786141a33,36,9,1,0.765066130216622
f19d8a90e7de7ac475fb0835433cb66c858bf0760aee6fab5e26bef305ebe017,51,2,1,0.0423913310520945
78b8b7cb518a9fda4a8329fc7cb361f6b1ac70640993df92a53066c9d33d3c8a,24,0,0,0.1134907582808325
8e0b559ee019020d9d4801154bf6fad0493151e7ed0d137ac8358a190f5c494e,25,9,2,0.5215710068910219
8a3cab41887491cce936dae14e2f08fdd2c475787a0bd3ff1495f51febbb96a7,40,6,0,0.3480204383940016
e0092acd71595cc2df49d2487432e9f24b107a168102ebc5cf68cab9ca8a9edc,61,4,1,0.7535716241108741
6438e95d4c24672fe162479efe8bc34aafda3a4b6304b5f734f73648663c002c,68,0,2,0.8599673604830356
498babe24c43d35c536ce033c5e48b092fb28d9cea28641f0747474bda52d0c5,21,2,1,0.1422998975565981
91ebcca5337fcfbb56b2253ad17ff561211cc243cc749242c0ec758d91b21323,41,9,1,0.3196900364144178
cba21a70d877423b3c3852137ec5106a6688276eb55afc0dd56805b995efaa2c,36,9,1,0.3933471964330934
23c69267c8a1d8a5e9781c53a8522728fb8f407369eec1d8f2d648323815e45a,63,8,1,0.1995431009813377
3da68e69e1bf954c79c89902de7ca612e8d5a4c7522345f99eb1c36d89710d9e,53,6,0,0.4696519386614372
1f2831b9b355425aeeadeca22c70714bd77a8079f1de4044a57dbe1a9b95b5fa,53,5,2,0.0547604359467311
cceeea3f196f14c5f780ccffa77a58d4725886cf083c8257e5de1618fd7ca4e2,65,9,1,0.4628035938300333
19a0a2cd53fbb52b4367f0a2023718ba5ec92d46d9f33535a807bcf518607e22,19,1,2,0.7258661389663957
4ea0753eb131da2ee2e323569a279cf13acc47b074fef461858fb553c59ef353,38,1,2,0.4312867657831162
3b47fe3fd006c127b30e5de69cf2471d387780310e4a36bf4ddd0cb24d5b4ab4,53,1,2,0.9194182090950772
5122593e552f8b823e0ed99fdc6bf92683136a5be167dcd94de06894870a1a5e,20,3,2,0.1228815688896143
4c213c9c00a4a51a3a84c659c63548a029c0a2891bbe65a3e487afa54dd510c1,46,9,0,0.0595928758530435
81d18debf5ce0e635635d31acf3a6f75be537279ef149ba5a05225010b3c14b2,45,5,2,0.3394238227275495
c2f153555f4bb9b9c3d311cfaaa7682bfde9f0c8bd14c1270403c329fe8684c3,23,0,0,0.0384459851556874
261222c256d38819230207d4d3879934ae3daec0a2ea23349f362047104817c3,28,6,2,0.7932130680687421
a09854d28bff6941e7c9012f0744bdcc166f936ec2f7141ebcce872a4ceb784f,23,0,0,0.4387900685348109
9793b23cca8c8e9c58d41ec17f114db4519bfbf85c54026d4aeba88947ee4716,18,4,0,0.9424235411448688
5880ac632053ad4ba9e9a6ab18e819fce74b9944e93a9da4188d39444d98158d,56,9,2,0.5202572592230661
3295d00d967e08a2baffe0d11348157d60f84278b4c8e93e6ece262a8cea4f4c,44,0,1,0.1349145141194605
266bb838b6e53c15fef917b2d48c4381fe0f906098a89185ef55568eb46deb6b,62,2,1,0.1280816251428569
f2d7b3fe98829e833afe35a60587c25f7e5da5dab1b6deb9d19af5c798a5b2cc,43,2,1,0.3876679407972395
b06e28012370062dfac48efe4abd84e21a6b8e04abe0b3e4cc12bea13dde673f,55,4,1,0.637638248682171
80f2bec63f6897fac26b9f259797772429f6cc76dfeeb5d63d84a0d9bf0cae67,31,9,0,0.8528482197543522
fd15d2007cdc7089745b0caf20909ee28d0bcf1623f32814f54bf4ae1db720d2,52,5,0,0.0425184313084368
75cf52253c3b8b8cc1fb90cf43fc2028d824ede0d593526f95ae6a6b847f6603,36,5,2,0.6657936981613284
0398b512bfdb18a35f1e1a0e685efd5c28f002e031405b42ecb4909b1a1257d4,41,4,0,0.6158111106444932
1dac242882c1329565abb869249b89e45c711766038cca88ed679f06655485b8,55,6,0,0.4198882455276477
cd101ecd9355e23d43f117ea746eccb46d69bd09ce74af9f39cccb2118e93e9e,39,1,2,0.6078973778670882
940775c710f78667c0aa7bea4d95ec0faf5900bae185543838b29e38bfb6f96f,47,0,2,0.0241681134224557
1987da2ec60703d8bf48c0a61b0f60ac43601b551b946700fdfdcd44b2bd8d89,35,6,0,0.8274409522283575
b10bd43bb80e20c48c796e8dc021829d6bff9fa018366aba55aeb2b782ec33ab,68,5,2,0.4259636325267151
5d3fd3cf645553220e3c70fa56fcadab9f4c3646a4a76eb87cd69aec1f55a95a,24,8,2,0.6122381610592919
924cdc2c1b52a4f9be29319c9874d85d181146be341cfacf0b01efe18474c018,54,0,1,0.0698294258516969
bd12ce00ce4895230ec080a259cda717e2028bb7f07a66f2b76a808000369881,61,4,2,0.8894287305597318
6ce509c3aac09ae028b975dfc868982176169b55b9adbc804ff8a796ab52eb89,62,7,0,0.9559260163546244
33e2d1d808fa44c6af555d91f558a47dff9b602beb68c46a2100a329a80b8901,25,6,2,0.8516336871007163
a990ef2804bd0f8b24184a15dc21819e08c07bdfcc8a5687b9f510d2d7434c6f,25,2,0,0.2071338821960845
6a2dc4db7b31c44bfb7864c672da7a0790af725483a753b2b2f0e5a8918737ef,61,4,1,0.7874437569993061
a9432144a0f0d222495eadfe0df64369768192043711cde321037062b8b3a59a,25,6,0,0.2896736485879173
13e7707f4461f6c07b27753ea10b72d4ca968930422fc3a079a29478c5059f9e,22,8,2,0.1740232992318768
264bfa82f330e777b7da28dcdf27fb1a0cfccc4517e8482d96b4f8ba3b75cec9,59,9,2,0.5189768103272588
08bea2a213811978a22c3a3695c1730597833f94a6463de0b1676d27a93362a0,56,4,0,0.2456027660500144
6efa727b134aae096b5377c763cac289025e83b4d499fb5d20f5c495a4cdb7ee,69,2,2,0.9488543264147308
65f085bc1ecab80b419fe199e29d6e6426a8df5afb929e89f293318305cdf4f4,42,8,0,0.4205188001395015
a06f381129104d13460aca02e95065f1b4370acb113b6085bfcd37555d72e6b0,52,8,0,0.0159325067072549
21d10d0292e08e8c6621c122f347748b24d079ce131e9281b9b86f2783065661,68,4,0,0.00354345062581
1ee410bb3492df3f02424ef5d1dd9ac6e9581de98a8d5ae75bc87f1c24e543ba,18,0,1,0.9055816716226888
86cdc94c643948049726f22ac66167665021e70a8bc372bff3efeee29ca9e21b,51,3,1,0.8490380800703047
d490be3f926aa33cf8d60ed2eb5a84e386faa9fe03e604cc1aed6230e54e00b0,32,7,1,0.6326771983584176
8eb6bc1069bf44df696e79269848d8dfd2f9a4c7d7437b6fac8485dfcb71564a,62,2,0,0.131128171820551
e9c2ff21847a1f28abf25c49d27f368c49345139f4ee670bcd139c65738ed7de,36,5,1,0.6539949966828327
2c088184a9b92cf5f5b5fc19a45de6c7380fba6a5d832d098d135704d26abdb0,33,5,2,0.767322940859264
e071954a6578a75def98fb61fd95838a79f17fe4e155b52eaf3ada65c0832eb0,59,0,2,0.5184235969327191
2949e615296220424aa044e3293d2d2c52f04f41db7a7772118b9f61d2b329f3,55,7,2,0.142816795016949
67d4b068c8930287176eccc54ccf895455d1898607e66ad79c0aef5e575960e1,21,5,1,0.6713373737432232
5ac2d3c74bd0051e0bd8baec7bc971df4989c6e558cea2cb46f123f8fb6bf33b,36,2,0,0.1781162329168525
92e1a10b6fb141f131798d99343cbb4f830b6fef1f38636f26c8dcf343b1048e,49,3,2,0.2910071950904342
b4d2cbe60bacb5cd9fac876fda5706f3b7ea56fb88fee7a135fdfc5f49559f61,30,5,2,0.3206414741664982
23d0d0a4e0d161624e3dcd5c42e3f02680bee1dfb490c95965e315926fa462d2,42,7,2,0.5299660245499792
d1acfcd074b7366c79c6a8f047add890fbc3de680a72d9fa22008721f7f3dbd6,66,8,1,0.8104443906653755
faaa8479648ebfebdc37b279ea9921a98c82cbfd097c7bc39bad92c87a281c13,65,0,0,0.8165149341686841
8b5d3ab24f1ac876a36fabd449b5a9bcce2621992db25551e5839930e3ca29af,53,6,1,0.8144819665578993
ac2c29007757094a89f5d8457b3ac3dc3c5a7204b6689fe05ad03213436fc69a,30,0,2,0.488452946031476
eeea9dd7fc58b8df4183e4f0a06470b0efa9502122fb933a0e2f4de718a5dd36,62,7,0,0.5458206913456136
cf46da433492e305ca51c70616f6163b10a0efedd8a3c4f536aa67a07a7a2e67,69,6,1,0.6185472727418335
28eda0eed6229479954f5d9ba925aa72123a8b58263633a9d56d111acbfcca9c,26,4,0,0.2150556952132066
305d5149752436a8c58e2d314eabf367e169bf0d4af97e2ceea62f9ee9312983,31,5,1,0.4565674429308469
82c841f97fbfde836f7c77ee9e8f30f3927756d14f35261c28c3d719d923b9e6,46,8,2,0.969497280611783
71bdf56f9add2a37c7a3764bca9283f2c4a81aba335fe39cf2db183eb38231bf,43,8,0,0.0374975923949303
6d9a74eeffc0fb4b4fb488d97e9c63df703704c69a5ca368fc0af7805e9b3c6e,31,9,1,0.3334049563626767
b242d05b68e78bde8d5147a9b1866de4e52276603323cebd1ea0f379294f7e32,24,7,0,0.1976154640126773
ee87beb84da02c37dc2e1475d9f5acffb12931f6190fde1f29a00413fbc7ff00,35,4,0,0.3225755369463519
f44f28d1135cfef640f1c9b0d8e55fab8ce61dfb3187061c72884bead3ca714f,31,5,2,0.8292205795042779
d6be299676bf301f2bed0bfba04600bc10404829a6d875e9960f79160e2450a2,26,1,1,0.9108745202036186
065080327ecbb2aef1235eb38a4e5d9470205869db90da7852239c308603fde9,60,3,1,0.1637875387904412
5328cd3c7903d1c73a12c104de812cc07924a81c1459170ae5843ca06325d297,32,3,1,0.9737117190028016
9ebf13a0ba574b3a317b494669914b3609c3987e2e037f4aad0065b7880cc947,53,5,0,0.1725966224285335
e1d10b0ce161c1f47378ab3f917a9438a8a7aa037de7026155cbfbfd0a884926,64,9,1,0.1282837829012137
8364a6ade637329225ff6d8fca958a023b7b96fd5d9d8680e4e2fb9f53496a82,65,9,2,0.6174905823057246
ab6194bd1a24d1d3e2efcc4fbaeb104ad4730c957ec7571a22e8d82c5721e2e2,29,9,1,0.7142240313479439
924bca1d7b847430ff65d2fce3e8867e9f62cc3054fd516f13d49c93e6c7b4b8,22,2,1,0.6044387944103987
18a5c00ac0335a9c3cc6727ca7848c3078247984b61b58b1bd51c859e731f957,63,2,2,0.9443661519782506
96a1a5c2dd498136b5b96e7c855b30e808b4e9eb1bc595d453c52228f9e87f9b,28,2,0,0.591984531828018
8281764c43d3917bec299c6711bee81f5b3aa289a102b714589142c5a7fbc836,68,4,1,0.5943591643768622
8cf24d564ded855779eed641f1a2bdf5fd4d1afc55856d846fae809cb7ece654,37,2,2,0.139023604285647
ae41a08fa4be2e06b8e3c97a18e17c0dd1198859dd88bb84ccc5064129d7ddb3,18,4,2,0.914505966734461
4cf41e8d507b373c0cf357afc99c31ce674f2b93e3fff041f7888ca8a7255a54,34,2,1,0.2478494577280823
3076e2e912510b4a2ce5580a2fdae0a557aeb47bbca86df3c5f85b04417f115f,38,9,0,0.022499053810052
ae08f319a32983e7f67f989454b6df52d52a043b8d2e3abb08c0d7f7bf60c1a3,36,1,2,0.86040915629564
91e29c0c469553ff453c37041d155e3bacefbe50047c8c1a630a7313c2eb7f2e,18,9,1,0.2490904380135876
415542d38803639aec464c44e53d36cf004392f971d5df519a58c44f7e6f8fc4,38,5,0,0.1567579282438737
a578f40dd3e9ac5f691131517b30e66b36972bffac9c059699d6854b51f95118,37,2,1,0.1586690595684712
94ccef18c6a9bcb7a1eceeaaaebe6a3114c3cb3224db6532afb914326ee23d18,34,1,1,0.3006281848742217
c73b596facf978c3da383941a09052f1b4b5851f59ddb29c053d64b30d3446f6,34,1,1,0.0405953960498463
298f08839612bc512ed7152932d9054e911e3f827a7245bb8ce85edbb576005b,63,2,2,0.5139471286386396
5f91d818b5b8d32c5a25d30902d53e99d19975cf45a603050b1a61b77fd146a2,29,3,0,0.101757690841661
a9eaabcbd9c2a2337eef3c392ba6e68e5146b96dc565c5db4fbfc12becc7b2d4,63,5,2,0.594419388009772
cd41cf10ff1fcd4ef46e4b8deddc6ca5e217c2e9a11861ebc7c749421622e906,59,8,0,0.6769094425876886
ecfb70c3dd37b13b8f2e4e676a1119fefc897589b1f6c1af4382284608bf0d56,67,8,0,0.6343804435232312
0cda042788691ffe7121c9c198025f1ec9d19ba3b67d9de194c37f9cde167f3b,51,1,1,0.797450193462823
f13ffc56979fa04b9ce6fe65312ef590d09f906ee39ff2091c6c5435d378d168,31,8,1,0.6426963437739988
dc2d54db1013b2cc899ed1cca66715fd0426cfffca3c050d15dfb0f5011f0f03,26,5,1,0.1786600786588231
b1aa04f0ffe768a7294ad2e18a10fcecdc70b15131329aaf9df4d15795cc3930,21,7,2,0.3503045626828558
051f66cda3a83d35e145aac0b63d15af3d521c0f3c0bc71fe6401d713b72c624,20,2,2,0.2158473086917528
27288bdda900edd8c7e1e3daf17e376c8ba0715cb92fe2659042d59b009d043d,60,3,0,0.1365574208028656
414260c1734389709d2c9ac03f7d894582b9640ea3b5b49edb9fed10794d8abb,65,2,0,0.6236688074670976
f155ab8af9accc842acdb0ab84db31b807077a1d19af2b67dfac2a4632f1e7bb,42,7,1,0.2074496120391233
c65a5986a98e7e598c4d0f5541550161b6428405dcdfe5fd88a955b2fc8691ef,64,5,1,0.964912180121655
99c368b998b1444cd90498b2af5e5679680987940e61882955bf5eda4232ae51,18,5,1,0.1786165200779121
37e5858515fe3f395f7161d0f27b85fd302c5b0f5ec605e01ed307721327aaef,58,7,1,0.4574730614711803
1b9552e2b341009e7085c7939a2ea9bef85e244a711cda02fd52be6274d1bebd,23,5,0,0.6497038026790689
46c0dcfde5d396979e6584895942088a7d05882f3163ba8ec27f15afd7bb62b1,57,0,0,0.6008817276225046
d1c26b84fe9ec69cf396cb4965cdcf7365fdd84db5201946b3fda4340423e37b,30,4,1,0.2075830787311179
5cd0c058ad2fd30e62889fba9cc34a9b52e50713d8f556fa326c377c91233f70,61,6,2,0.6797466010945347
945753a151150568e2cd27a392e73e45300958b15c83cf925dc30563e52cc0d7,41,5,1,0.2898419925730642
8e33002245154d011aa41a807bac071ce4b34beb83525a019e9f676e4eee3e73,60,4,0,0.7841834379944342
3da164754452dd44b7fb47210cc3f52feab52683a032c9c42f8a76d6af65a640,50,7,2,0.0025969072665416
37cfd35e07cbbe0c8b26db548819f08b42d31aac58a229efa50ab1b227d53b74,45,6,1,0.7614455547795875
373081455fdfbdbd37d035eefe5b3be3f374934e599d025a5a191ad8a677fc61,22,2,1,0.6404885354436713
834bfe788bcd14e566cd13196576c869e4744fa21763477376e690285ed5e8ef,69,5,1,0.367349541154276
8f3b14a71516949ab29e1745ab2471b90142b5e6fd18d8912735a4c68a2e2836,40,3,0,0.1690681149014454
59fd4fb18ba33a0949d0b1fcff9ae0ee0b780f3a10a2a8ad77441a403fb15222,33,8,0,0.9208534753175766
a01244652413943c93e7b390060280ff61d4b4c7b6584dc0ad708887a71ac069,33,7,1,0.792421987173171
7c2da5f2e9970f02a8faa2a9c0a5eb7f2e22e7874af226cfeddedf96f65a16d8,44,4,1,0.1405397670394773
575776147b32aad287e36d7713ee80341454155e2463eba04cb0ed7915783a78,62,1,1,0.0295342174848183
9213c58107d6f948c4fb3cf91128244e28259e814a8045dfcc738519c805cd76,63,7,0,0.1192057639752161
036cc5574e8217f6bdf6d09224da65b434926cef18db603139d303eb05ec2fd8,37,9,0,0.0835137398924432
7e2f0c98338cb331c90801269839914c9021914c13949fab6fb7e8d05503da73,26,0,1,0.5196576771013018
dbed04aa46c907e907b52543e44d16157e79c78b415e300cba7d22448e1d7614,57,3,1,0.3681423080035635
b717baf764a6a77f38dad9775916bd7bedbefa9d61b92c5ab798787d05f77184,56,3,2,0.8418001434126903
055777d6265f4b7896ab368f04b9eff2f61f1d52eb426ef06b82544d4fc409f4,48,2,1,0.7353807074743921
16044a8ac2c5c1d71df4cb0786c1d7fd3ae7c426003e1dbed56ae1172cbbf1ee,64,7,2,0.8191109710120114
78bd281d597097855b02a5e674bcee934bbaf79a198f652d7efd373ff01fa352,31,0,0,0.3223337824231618
fdff989099441be68617b33af60fa9e1cc9729079bb2453284b7dfc86ecf6103,45,6,0,0.3123458959919007
22a6e711d52fcdf38c39ba06cd90cd51e56d805bf1fe467acacdacc142d13e70,21,7,2,0.7926920116168737
645e0d49a09f45658e48f9da70f45df1b1cf0144ab38a07aa541142170836017,42,4,2,0.3266756456311678
53a1842ba86c02b0669dd4019fe3b41f74efb514376a8ac5b58e9e5193bc4dab,24,2,2,0.6141300330529553
884ac065ece5ded1eaeb21b35c3d4e742ba78c8ba99f7a33aec6a1ab0793d8a2,55,1,1,0.7319188779280876
5d3ff6e5ff1318ed54b411fed7a447cdce0e5eb5f00dd76cdc4b16b93aa77c3f,22,0,2,0.1263895020850056
15488558248bfe01ff382024bea41ee9b18e6c875618341f1b6e184095062c55,34,2,1,0.739088401015778
12e2d2f1fc0aef3bc5ccb1f96b54e1f03bed93ef15933cd65ac912e2710804bc,61,4,0,0.4909519750926294
e5e8e33a1fc0f8927247ed0d1f3c4a716b3230c1baa89cfcc313ff478f069e34,55,2,2,0.5508427579575654
3c674d8490d09fd5f7864c19792bfeb104866ec25f4f464862e17a912c89fdc0,39,8,0,0.2653986368543775
836fa48011ac3622ebad3d93735c35f778389551ef6b9a6631c5aac771b0cd19,69,9,2,0.7942027867198496
67a078a264a74ed6752fbf3d73949dbbdc62b7371eefcc93b08603bc47ef6ef2,68,5,2,0.9870759925910624
4189c9046c1d7a6b98e4e479d5e263da531ec823488db92c200647328f248a65,39,1,1,0.7288326787540996
b0da2f872066ded8e495077cbbd373e33f48c570992f29bed7a663f5d73de737,29,1,2,0.5706564241837409
5fe10aca51d0f6be062db60c19f8c17aaed59fcbd7ed12b8cbf10ec5954b7424,40,5,2,0.6022990872733073
9a6ca0d75c6aea63e05e89d2732085577161afea8d28717ab0878efa1aa260c3,56,8,0,0.7081030060270234
97abb82b9ca6356d3a01717f972914fcbd28a4dda767e35440dd80c3fb4ec1ce,30,9,1,0.3855139261833972
98f8570b95e01125f27a2c7bde0157022fe1514c43a5f73457256051375e070a,57,9,0,0.3685536611512372
b9587b43d06431538eeaa19dc847b6a2f6a030483329d80c6e0add6de03f57f1,63,7,1,0.7633121265287501
a5920b069815c141a93c83de005f55d4a9e2c9352ed920aa41db5a3ad4d9050c,46,7,1,0.1787582502019613
81cfcbd313d3b3d365034236733e978bca7fcde397f4605c77df9b9074f5b4a1,31,8,2,0.2563793688787353
df09836bf64896847e5271701faa131958af26e7db7cd590307287467f735d18,43,9,2,0.4643395652139525
47498f6f51d8ab5908a4f9c94e9c14c98670366c0a210b64702b2fd2e69499bc,26,6,0,0.0704135159963732
7813256cb5122027bcc837d4efae1974f7f027a11ae080b44931e5d77617488d,24,8,0,0.8960928133461303
e0f9d575bec906480507a1c1c733028018ebfccb55950489d75dfa4e70530e9a,69,5,1,0.80866211128709
c70082d20c447004726b0b28a477606deffe47f7b03a287466c2f5b8137d7f39,66,4,1,0.158698335948995
9c65ec7665c45305ef58b7a53e1d0c79ca3b735c1518d08ba7882d128e2fdf09,35,9,0,0.9690367978645528
5cd7606f03e28496d46488f9e966ce38a882bb6305a6b78994f7220e0b2a931c,53,0,2,0.8939565760363587
15e6c6d9d311f68ddb3d86b70133d4e2690b84dfd1cac1f63e6be6123f65b2cb,25,7,1,0.8171818204923013
